   k  l     Obj         Vio    Bou   ML       |KKT|    |dX|     ||dX||   T_s      T_o      T_t
  21  T 0   1.810e+08  -5e-02  0.89  1.0e-01  3.3e-05  1.0e-01  2.3e+00  2.1e-01  1.2e-03  2.1e-01
  22  T 0   1.787e+08  -2e-02  0.90  1.0e-01  3.1e-05  1.0e-01  2.0e+00  2.1e-01  1.2e-03  2.1e-01
  23  T 0   1.772e+08  -4e-03  0.91  1.0e-01  3.3e-05  1.0e-01  1.8e+00  2.2e-01  1.1e-03  2.2e-01
  24  T 0   1.765e+08  -9e-07  0.92  1.0e-01  2.9e-05  1.0e-01  1.3e+00  2.0e-01  2.0e-03  2.0e-01
  25  T 0   1.761e+08   2e-06  0.93  1.0e-01  2.8e-05  1.0e-01  9.9e-01  2.1e-01  1.6e-03  2.1e-01
  26  T 0   1.759e+08   8e-07  0.93  1.0e-01  2.0e-05  1.0e-01  5.9e-01  2.1e-01  1.6e-03  2.2e-01
  27  T 0   1.757e+08   3e-07  0.93  1.0e-01  1.5e-05  1.0e-01  4.5e-01  2.6e-01  1.7e-03  2.6e-01
  28  T 0   1.754e+08  -4e-07  0.94  1.0e-01  1.9e-05  1.0e-01  9.1e-01  2.2e-01  1.7e-03  2.2e-01
  29  T 0   1.753e+08  -5e-06  0.94  1.0e-01  3.6e-05  1.0e-01  1.2e+00  2.0e-01  1.6e-03  2.1e-01
  30  T 0   1.752e+08   3e-06  0.94  1.0e-01  3.8e-05  1.0e-01  1.1e+00  2.2e-01  1.6e-03  2.2e-01
  31  T 0   1.750e+08   5e-07  0.94  1.0e-01  1.8e-05  9.8e-02  6.0e-01  2.2e-01  1.6e-03  2.2e-01
  32  T 0   1.749e+08   9e-08  0.94  1.0e-01  9.8e-06  5.0e-02  2.1e-01  2.3e-01  1.7e-03  2.3e-01
  33  T 0   1.748e+08   1e-06  0.95  1.0e-01  8.0e-06  4.5e-02  2.6e-01  2.6e-01  1.5e-03  2.7e-01
  34  T 0   1.746e+08  -8e-07  0.96  1.0e-01  1.7e-05  1.0e-01  1.5e+00  2.2e-01  1.6e-03  2.2e-01
  35  F 0   1.746e+08  -8e-07  0.96  7.0e-02  1.7e-05  0.0e+00  0.0e+00  2.4e-01  1.8e-03  2.4e-01
  35  T 1   1.746e+08  -5e-06  0.96  8.4e-02  2.4e-05  7.0e-02  1.2e+00  2.7e-01  1.5e-03  2.7e-01
  36  T 0   1.745e+08  -3e-06  0.95  1.0e-01  2.6e-05  8.4e-02  8.9e-01  2.1e-01  1.6e-03  2.1e-01
  37  T 0   1.744e+08  -2e-07  0.95  1.0e-01  2.2e-05  1.0e-01  5.3e-01  2.1e-01  1.8e-03  2.1e-01
  38  T 0   1.743e+08  -5e-07  0.95  1.0e-01  1.4e-05  6.9e-02  2.4e-01  2.1e-01  1.6e-03  2.1e-01
  39  T 0   1.743e+08   2e-06  0.96  1.0e-01  8.3e-06  5.0e-02  1.6e-01  2.2e-01  1.6e-03  2.2e-01
  40  T 0   1.742e+08  -8e-07  0.96  1.0e-01  9.7e-06  8.9e-02  4.6e-01  2.1e-01  1.6e-03  2.1e-01
  41  T 0   1.741e+08   4e-06  0.96  1.0e-01  1.1e-05  1.0e-01  1.4e+00  2.0e-01  1.6e-03  2.0e-01
  42  F 0   1.741e+08   4e-06  0.96  7.0e-02  1.1e-05  0.0e+00  0.0e+00  2.0e-01  1.6e-03  2.0e-01
  42  T 1   1.740e+08  -1e-06  0.96  8.4e-02  1.8e-05  7.0e-02  1.0e+00  2.0e-01  1.3e-03  2.0e-01
  43  T 0   1.740e+08   4e-05  0.96  1.0e-01  2.1e-05  8.4e-02  8.8e-01  2.0e-01  1.4e-03  2.0e-01
  44  T 0   1.739e+08   1e-07  0.96  1.0e-01  1.8e-05  1.0e-01  6.0e-01  2.2e-01  1.6e-03  2.2e-01
  45  T 0   1.738e+08   4e-06  0.96  1.0e-01  9.5e-06  5.2e-02  2.5e-01  2.2e-01  1.9e-03  2.2e-01
  46  T 0   1.738e+08   2e-06  0.96  1.0e-01  7.6e-06  3.8e-02  1.4e-01  2.1e-01  1.6e-03  2.1e-01
  47  T 0   1.737e+08  -1e-06  0.97  1.0e-01  7.9e-06  1.0e-01  7.7e-01  2.1e-01  1.6e-03  2.1e-01
  48  F 0   1.737e+08  -1e-06  0.97  7.0e-02  7.9e-06  0.0e+00  0.0e+00  2.1e-01  1.8e-03  2.1e-01
  48  F 1   1.737e+08  -1e-06  0.97  4.9e-02  7.9e-06  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
  48  T 2   1.737e+08   3e-06  0.97  5.9e-02  1.2e-05  4.9e-02  7.6e-01  2.1e-01  1.4e-03  2.1e-01
  49  T 0   1.736e+08  -1e-06  0.97  7.1e-02  1.3e-05  5.9e-02  6.8e-01  2.0e-01  1.8e-03  2.0e-01
  50  T 0   1.736e+08   2e-07  0.96  8.5e-02  1.8e-05  7.1e-02  5.2e-01  2.0e-01  1.6e-03  2.1e-01
  51  T 0   1.735e+08   2e-06  0.96  1.0e-01  1.2e-05  5.8e-02  3.2e-01  2.1e-01  1.6e-03  2.1e-01
  52  T 0   1.735e+08   3e-06  0.96  1.0e-01  6.7e-06  2.9e-02  1.3e-01  2.0e-01  1.6e-03  2.1e-01
  53  T 0   1.735e+08  -9e-08  0.97  1.0e-01  6.7e-06  7.1e-02  2.7e-01  2.1e-01  1.6e-03  2.1e-01
  54  T 0   1.735e+08   1e-06  0.97  1.0e-01  2.3e-05  1.0e-01  1.4e+00  2.0e-01  1.8e-03  2.1e-01
  55  T 0   1.734e+08   2e-06  0.96  1.0e-01  3.3e-05  1.0e-01  1.2e+00  2.1e-01  1.8e-03  2.1e-01
  56  T 0   1.733e+08   5e-06  0.96  1.0e-01  3.4e-05  1.0e-01  7.7e-01  2.1e-01  1.6e-03  2.1e-01
  57  T 0   1.732e+08   7e-06  0.96  1.0e-01  2.6e-05  1.0e-01  4.3e-01  2.1e-01  1.6e-03  2.2e-01
  58  T 0   1.732e+08   5e-06  0.96  1.0e-01  6.4e-06  3.9e-02  1.5e-01  2.0e-01  1.6e-03  2.0e-01
  59  T 0   1.732e+08   1e-07  0.96  1.0e-01  5.5e-06  2.0e-02  9.6e-02  2.0e-01  1.7e-03  2.1e-01
  60  T 0   1.731e+08   2e-06  0.97  1.0e-01  7.4e-06  1.0e-01  6.9e-01  2.0e-01  1.6e-03  2.0e-01
  61  F 0   1.731e+08   2e-06  0.97  7.0e-02  7.4e-06  0.0e+00  0.0e+00  2.1e-01  1.8e-03  2.1e-01
  61  F 1   1.731e+08   2e-06  0.97  4.9e-02  7.4e-06  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
  61  T 2   1.731e+08  -4e-06  0.97  5.9e-02  1.1e-05  4.9e-02  7.0e-01  2.0e-01  1.4e-03  2.0e-01
  62  T 0   1.731e+08   7e-06  0.96  7.1e-02  1.6e-05  5.9e-02  6.3e-01  2.0e-01  1.6e-03  2.1e-01
  63  T 0   1.730e+08  -2e-06  0.96  8.5e-02  1.0e-05  7.1e-02  4.3e-01  2.0e-01  1.4e-03  2.1e-01
  64  T 0   1.730e+08   3e-08  0.96  1.0e-01  6.8e-06  4.9e-02  2.6e-01  2.1e-01  1.6e-03  2.2e-01
  65  T 0   1.730e+08   1e-05  0.97  1.0e-01  5.7e-06  2.6e-02  1.2e-01  2.1e-01  1.5e-03  2.1e-01
  66  T 0   1.729e+08   2e-07  0.97  1.0e-01  5.5e-06  9.7e-02  3.7e-01  2.0e-01  1.6e-03  2.1e-01
  67  F 0   1.729e+08   2e-07  0.97  7.0e-02  5.5e-06  0.0e+00  0.0e+00  2.1e-01  1.8e-03  2.1e-01
  67  F 1   1.729e+08   2e-07  0.97  4.9e-02  5.5e-06  0.0e+00  0.0e+00  2.2e-01  1.5e-03  2.2e-01
  67  F 2   1.729e+08   2e-07  0.97  3.4e-02  5.5e-06  0.0e+00  0.0e+00  2.0e-01  1.6e-03  2.1e-01
  67  T 3   1.729e+08   7e-06  0.97  4.1e-02  9.8e-06  3.4e-02  5.1e-01  2.1e-01  1.3e-03  2.1e-01
  68  T 0   1.729e+08  -2e-06  0.97  4.9e-02  1.1e-05  4.1e-02  4.9e-01  2.1e-01  1.6e-03  2.1e-01
  69  T 0   1.729e+08  -4e-08  0.96  5.9e-02  1.1e-05  4.9e-02  3.5e-01  2.3e-01  1.7e-03  2.3e-01
  70  T 0   1.728e+08   2e-07  0.96  7.1e-02  5.3e-06  3.6e-02  2.1e-01  2.1e-01  1.6e-03  2.1e-01
  71  T 0   1.728e+08  -7e-07  0.97  8.5e-02  5.0e-06  2.5e-02  1.2e-01  2.1e-01  1.6e-03  2.1e-01
  72  T 0   1.728e+08  -2e-07  0.97  1.0e-01  5.2e-06  8.5e-02  4.6e-01  2.1e-01  1.6e-03  2.1e-01
  73  F 0   1.728e+08  -2e-07  0.97  7.0e-02  5.2e-06  0.0e+00  0.0e+00  2.0e-01  1.6e-03  2.0e-01
  73  F 1   1.728e+08  -2e-07  0.97  4.9e-02  5.2e-06  0.0e+00  0.0e+00  2.0e-01  1.3e-03  2.1e-01
  73  F 2   1.728e+08  -2e-07  0.97  3.4e-02  5.2e-06  0.0e+00  0.0e+00  2.0e-01  1.3e-03  2.1e-01
  73  T 3   1.728e+08   4e-06  0.97  4.1e-02  8.7e-06  3.4e-02  5.2e-01  2.1e-01  1.4e-03  2.1e-01
  74  T 0   1.727e+08   2e-07  0.96  4.9e-02  8.7e-06  4.1e-02  4.9e-01  2.0e-01  1.8e-03  2.0e-01
  75  T 0   1.727e+08   6e-07  0.96  5.9e-02  1.0e-05  4.9e-02  3.6e-01  2.0e-01  1.4e-03  2.0e-01
  76  T 0   1.727e+08   2e-06  0.96  7.1e-02  7.1e-06  3.6e-02  2.4e-01  2.0e-01  1.6e-03  2.1e-01
  77  T 0   1.726e+08   9e-07  0.96  8.5e-02  5.4e-06  2.5e-02  1.2e-01  2.1e-01  1.6e-03  2.1e-01
  78  T 0   1.726e+08  -9e-08  0.97  1.0e-01  5.2e-06  5.8e-02  2.4e-01  2.1e-01  1.6e-03  2.1e-01
  79  F 0   1.726e+08  -9e-08  0.97  7.0e-02  5.2e-06  0.0e+00  0.0e+00  2.0e-01  1.8e-03  2.0e-01
  79  F 1   1.726e+08  -9e-08  0.97  4.9e-02  5.2e-06  0.0e+00  0.0e+00  2.0e-01  1.5e-03  2.1e-01
  79  F 2   1.726e+08  -9e-08  0.97  3.4e-02  5.2e-06  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
  79  T 3   1.726e+08  -4e-06  0.97  4.1e-02  9.5e-06  3.4e-02  5.2e-01  2.1e-01  1.3e-03  2.1e-01
  80  T 0   1.726e+08   3e-07  0.97  4.9e-02  1.0e-05  4.1e-02  4.8e-01  2.1e-01  1.6e-03  2.1e-01
  81  T 0   1.725e+08  -1e-06  0.96  5.9e-02  1.3e-05  4.9e-02  3.2e-01  2.1e-01  1.7e-03  2.1e-01
  82  T 0   1.725e+08   3e-06  0.97  7.1e-02  6.9e-06  3.6e-02  2.1e-01  2.1e-01  1.7e-03  2.1e-01
  83  T 0   1.725e+08   2e-07  0.97  8.5e-02  5.8e-06  2.8e-02  1.3e-01  2.2e-01  1.6e-03  2.2e-01
  84  T 0   1.725e+08   9e-07  0.97  1.0e-01  5.2e-06  6.5e-02  2.7e-01  2.1e-01  1.6e-03  2.1e-01
  85  F 0   1.725e+08   9e-07  0.97  7.0e-02  5.2e-06  0.0e+00  0.0e+00  2.2e-01  1.9e-03  2.2e-01
  85  F 1   1.725e+08   9e-07  0.97  4.9e-02  5.2e-06  0.0e+00  0.0e+00  2.2e-01  1.6e-03  2.2e-01
  85  F 2   1.725e+08   9e-07  0.97  3.4e-02  5.2e-06  0.0e+00  0.0e+00  2.7e-01  1.6e-03  2.7e-01
  85  T 3   1.725e+08   3e-07  0.97  4.1e-02  9.1e-06  3.4e-02  5.0e-01  2.5e-01  1.7e-03  2.5e-01
  86  T 0   1.724e+08   4e-07  0.97  4.9e-02  9.8e-06  4.1e-02  4.8e-01  2.3e-01  1.6e-03  2.3e-01
  87  T 0   1.724e+08  -3e-06  0.96  5.9e-02  1.5e-05  4.9e-02  3.2e-01  2.2e-01  1.6e-03  2.2e-01
  88  T 0   1.724e+08   8e-06  0.97  7.1e-02  7.2e-06  4.3e-02  2.0e-01  2.1e-01  1.6e-03  2.2e-01
  89  T 0   1.723e+08   5e-06  0.97  8.5e-02  5.3e-06  2.9e-02  1.2e-01  2.0e-01  1.7e-03  2.0e-01
  90  T 0   1.723e+08  -1e-07  0.97  1.0e-01  5.3e-06  5.7e-02  2.4e-01  2.0e-01  1.6e-03  2.0e-01
  91  T 0   1.723e+08   1e-06  0.97  1.0e-01  1.8e-05  1.0e-01  1.4e+00  2.0e-01  1.7e-03  2.1e-01
  92  F 0   1.723e+08   1e-06  0.97  7.0e-02  1.8e-05  0.0e+00  0.0e+00  2.0e-01  1.8e-03  2.0e-01
  92  T 1   1.722e+08  -9e-06  0.97  8.4e-02  2.2e-05  7.0e-02  9.5e-01  2.1e-01  1.4e-03  2.1e-01
  93  T 0   1.722e+08   7e-06  0.96  1.0e-01  3.7e-05  8.4e-02  7.0e-01  2.1e-01  1.6e-03  2.1e-01
  94  T 0   1.721e+08  -2e-06  0.96  1.0e-01  3.2e-05  1.0e-01  4.8e-01  2.0e-01  1.8e-03  2.1e-01
  95  T 0   1.721e+08  -2e-07  0.96  1.0e-01  8.2e-06  4.7e-02  2.1e-01  2.0e-01  1.8e-03  2.1e-01
  96  T 0   1.721e+08  -3e-06  0.96  1.0e-01  6.8e-06  2.1e-02  9.1e-02  2.0e-01  1.6e-03  2.0e-01
  97  T 0   1.720e+08   1e-07  0.97  1.0e-01  1.1e-05  1.0e-01  6.2e-01  2.0e-01  1.7e-03  2.1e-01
  98  F 0   1.720e+08   1e-07  0.97  7.0e-02  1.1e-05  0.0e+00  0.0e+00  2.1e-01  1.6e-03  2.1e-01
  98  F 1   1.720e+08   1e-07  0.97  4.9e-02  1.1e-05  0.0e+00  0.0e+00  2.1e-01  1.5e-03  2.1e-01
  98  T 2   1.720e+08   3e-06  0.97  5.9e-02  1.8e-05  4.9e-02  7.0e-01  2.2e-01  1.9e-03  2.2e-01
  99  T 0   1.719e+08  -4e-07  0.96  7.1e-02  2.8e-05  5.9e-02  6.7e-01  2.1e-01  1.6e-03  2.1e-01
 100  T 0   1.719e+08   1e-05  0.96  8.5e-02  2.4e-05  7.1e-02  4.5e-01  2.2e-01  1.6e-03  2.2e-01
 101  T 0   1.718e+08   9e-06  0.96  1.0e-01  1.1e-05  5.3e-02  2.3e-01  2.1e-01  1.6e-03  2.2e-01
 102  T 0   1.718e+08  -4e-06  0.96  1.0e-01  7.6e-06  2.9e-02  1.1e-01  2.1e-01  1.6e-03  2.1e-01
 103  T 0   1.718e+08  -2e-08  0.96  1.0e-01  6.2e-06  5.2e-02  2.0e-01  2.0e-01  1.8e-03  2.0e-01
 104  T 0   1.717e+08  -3e-07  0.97  1.0e-01  1.7e-05  1.0e-01  8.7e-01  2.0e-01  1.6e-03  2.1e-01
 105  F 0   1.717e+08  -3e-07  0.97  7.0e-02  1.7e-05  0.0e+00  0.0e+00  2.0e-01  1.6e-03  2.0e-01
 105  F 1   1.717e+08  -3e-07  0.97  4.9e-02  1.7e-05  0.0e+00  0.0e+00  2.0e-01  1.3e-03  2.0e-01
 105  T 2   1.717e+08  -2e-07  0.97  5.9e-02  1.9e-05  4.9e-02  6.7e-01  2.1e-01  1.3e-03  2.1e-01
 106  T 0   1.716e+08  -2e-07  0.97  7.1e-02  1.8e-05  5.9e-02  5.4e-01  2.0e-01  1.6e-03  2.1e-01
 107  T 0   1.716e+08   1e-07  0.96  8.5e-02  2.1e-05  7.1e-02  3.8e-01  2.2e-01  1.8e-03  2.2e-01
 108  T 0   1.715e+08  -9e-07  0.96  1.0e-01  1.2e-05  5.5e-02  1.9e-01  2.1e-01  1.8e-03  2.1e-01
 109  T 0   1.715e+08   3e-06  0.97  1.0e-01  7.5e-06  3.1e-02  1.0e-01  2.4e-01  1.7e-03  2.4e-01
 110  T 0   1.715e+08   7e-06  0.97  1.0e-01  7.1e-06  6.9e-02  2.5e-01  2.1e-01  1.4e-03  2.1e-01
 111  T 0   1.714e+08  -1e-06  0.97  1.0e-01  1.4e-05  1.0e-01  1.4e+00  2.1e-01  1.8e-03  2.1e-01
 112  F 0   1.714e+08  -1e-06  0.97  7.0e-02  1.4e-05  0.0e+00  0.0e+00  2.1e-01  1.6e-03  2.1e-01
 112  T 1   1.714e+08  -1e-06  0.97  8.4e-02  2.3e-05  7.0e-02  9.8e-01  2.1e-01  1.4e-03  2.1e-01
 113  F 0   1.714e+08  -1e-06  0.97  5.9e-02  2.3e-05  0.0e+00  0.0e+00  2.0e-01  1.6e-03  2.1e-01
 113  T 1   1.713e+08   8e-08  0.96  7.1e-02  1.8e-05  5.9e-02  6.7e-01  2.0e-01  1.3e-03  2.1e-01
 114  T 0   1.712e+08   6e-06  0.96  8.5e-02  1.8e-05  6.9e-02  4.3e-01  2.2e-01  1.7e-03  2.3e-01
 115  T 0   1.712e+08   8e-07  0.96  1.0e-01  8.0e-06  4.5e-02  1.9e-01  2.2e-01  1.7e-03  2.2e-01
 116  T 0   1.712e+08  -3e-06  0.96  1.0e-01  7.2e-06  3.0e-02  1.2e-01  2.6e-01  1.7e-03  2.6e-01
 117  T 0   1.711e+08  -6e-07  0.97  1.0e-01  1.2e-05  1.0e-01  6.4e-01  2.5e-01  1.6e-03  2.6e-01
 118  F 0   1.711e+08  -6e-07  0.97  7.0e-02  1.2e-05  0.0e+00  0.0e+00  2.3e-01  1.7e-03  2.4e-01
 118  F 1   1.711e+08  -6e-07  0.97  4.9e-02  1.2e-05  0.0e+00  0.0e+00  2.6e-01  9.6e-04  2.6e-01
 118  T 2   1.711e+08   5e-06  0.97  5.9e-02  1.6e-05  4.9e-02  6.6e-01  2.2e-01  9.7e-04  2.2e-01
 119  F 0   1.711e+08   5e-06  0.97  4.1e-02  1.6e-05  0.0e+00  0.0e+00  2.2e-01  1.6e-03  2.2e-01
 119  T 1   1.710e+08   2e-07  0.96  4.9e-02  1.4e-05  4.1e-02  4.9e-01  2.1e-01  1.4e-03  2.2e-01
 120  T 0   1.710e+08   5e-06  0.96  5.9e-02  1.2e-05  4.9e-02  3.2e-01  2.2e-01  1.6e-03  2.2e-01
 121  T 0   1.710e+08   9e-06  0.96  7.1e-02  8.3e-06  4.2e-02  1.8e-01  2.1e-01  1.6e-03  2.1e-01
 122  T 0   1.709e+08  -8e-07  0.97  8.5e-02  7.2e-06  4.5e-02  1.6e-01  2.1e-01  1.6e-03  2.1e-01
 123  T 0   1.709e+08   7e-07  0.97  1.0e-01  1.4e-05  8.5e-02  7.3e-01  2.2e-01  1.6e-03  2.2e-01
 124  F 0   1.709e+08   7e-07  0.97  7.0e-02  1.4e-05  0.0e+00  0.0e+00  2.1e-01  1.6e-03  2.1e-01
 124  F 1   1.709e+08   7e-07  0.97  4.9e-02  1.4e-05  0.0e+00  0.0e+00  2.2e-01  1.4e-03  2.2e-01
 124  T 2   1.708e+08  -8e-07  0.97  5.9e-02  1.6e-05  4.9e-02  6.6e-01  2.4e-01  1.6e-03  2.4e-01
 125  T 0   1.708e+08  -3e-06  0.96  7.1e-02  2.4e-05  5.9e-02  6.0e-01  2.4e-01  1.7e-03  2.4e-01
 126  T 0   1.707e+08  -8e-07  0.96  8.5e-02  2.0e-05  6.5e-02  3.6e-01  2.4e-01  1.8e-03  2.5e-01
 127  T 0   1.707e+08   3e-07  0.96  1.0e-01  8.6e-06  4.0e-02  1.5e-01  2.6e-01  1.5e-03  2.6e-01
 128  T 0   1.707e+08   1e-06  0.96  1.0e-01  7.3e-06  3.2e-02  1.2e-01  2.2e-01  1.7e-03  2.3e-01
 129  T 0   1.706e+08   3e-06  0.97  1.0e-01  1.3e-05  1.0e-01  1.2e+00  2.9e-01  1.7e-03  2.9e-01
 130  F 0   1.706e+08   3e-06  0.97  7.0e-02  1.3e-05  0.0e+00  0.0e+00  2.3e-01  1.7e-03  2.3e-01
 130  F 1   1.706e+08   3e-06  0.97  4.9e-02  1.3e-05  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
 130  T 2   1.706e+08  -4e-07  0.97  5.9e-02  1.7e-05  4.9e-02  7.3e-01  2.1e-01  1.7e-03  2.2e-01
 131  F 0   1.706e+08  -4e-07  0.97  4.1e-02  1.7e-05  0.0e+00  0.0e+00  2.1e-01  1.4e-03  2.1e-01
 131  T 1   1.705e+08  -8e-06  0.96  4.9e-02  1.6e-05  4.1e-02  5.3e-01  2.1e-01  1.2e-03  2.1e-01
 132  T 0   1.705e+08   6e-06  0.96  5.9e-02  1.5e-05  4.9e-02  3.3e-01  2.0e-01  1.6e-03  2.0e-01
 133  T 0   1.704e+08   6e-06  0.96  7.1e-02  6.9e-06  3.1e-02  1.5e-01  2.3e-01  1.6e-03  2.3e-01
 134  T 0   1.704e+08   4e-07  0.96  8.5e-02  6.7e-06  3.3e-02  1.5e-01  2.1e-01  1.7e-03  2.1e-01
 135  T 0   1.703e+08   4e-07  0.97  1.0e-01  1.5e-05  8.5e-02  8.6e-01  2.2e-01  1.7e-03  2.2e-01
 136  F 0   1.703e+08   4e-07  0.97  7.0e-02  1.5e-05  0.0e+00  0.0e+00  2.4e-01  1.8e-03  2.4e-01
 136  F 1   1.703e+08   4e-07  0.97  4.9e-02  1.5e-05  0.0e+00  0.0e+00  2.4e-01  1.4e-03  2.4e-01
 136  T 2   1.703e+08   8e-06  0.97  5.9e-02  1.7e-05  4.9e-02  7.0e-01  2.8e-01  1.0e-03  2.8e-01
 137  T 0   1.703e+08  -9e-07  0.96  7.1e-02  2.0e-05  5.9e-02  6.5e-01  2.2e-01  1.7e-03  2.2e-01
 138  T 0   1.702e+08  -4e-07  0.96  8.5e-02  2.0e-05  5.9e-02  4.2e-01  2.3e-01  1.9e-03  2.4e-01
 139  T 0   1.701e+08   9e-06  0.96  1.0e-01  8.5e-06  4.0e-02  1.8e-01  2.2e-01  1.6e-03  2.2e-01
 140  T 0   1.701e+08  -1e-06  0.96  1.0e-01  8.0e-06  3.0e-02  1.3e-01  2.4e-01  1.6e-03  2.4e-01
 141  T 0   1.700e+08  -6e-08  0.97  1.0e-01  1.3e-05  1.0e-01  7.9e-01  2.1e-01  1.6e-03  2.1e-01
 142  F 0   1.700e+08  -6e-08  0.97  7.0e-02  1.3e-05  0.0e+00  0.0e+00  2.1e-01  1.8e-03  2.1e-01
 142  F 1   1.700e+08  -6e-08  0.97  4.9e-02  1.3e-05  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
 142  F 2   1.700e+08  -6e-08  0.97  3.4e-02  1.3e-05  0.0e+00  0.0e+00  2.1e-01  1.3e-03  2.1e-01
 142  T 3   1.700e+08  -4e-07  0.97  4.1e-02  1.4e-05  3.4e-02  5.2e-01  2.1e-01  1.5e-03  2.1e-01
 143  T 0   1.699e+08  -2e-06  0.96  4.9e-02  1.6e-05  4.1e-02  4.9e-01  2.0e-01  1.7e-03  2.0e-01
 144  T 0   1.699e+08   3e-06  0.96  5.9e-02  1.5e-05  4.9e-02  3.4e-01  2.0e-01  1.6e-03  2.0e-01
 145  T 0   1.698e+08   6e-07  0.96  7.1e-02  9.5e-06  3.6e-02  1.8e-01  2.1e-01  1.6e-03  2.1e-01
 146  T 0   1.698e+08  -5e-07  0.96  8.5e-02  8.1e-06  3.6e-02  1.4e-01  2.1e-01  1.6e-03  2.2e-01
 147  T 0   1.697e+08  -4e-07  0.97  1.0e-01  1.4e-05  8.5e-02  6.1e-01  2.4e-01  1.6e-03  2.4e-01
